Stock No,TICKER,CUSIP,Avg CashFlow,Avg Lev Ratio (BV),Avg Lev Ratio (MV),Avg Earnings
1337,MPAA,"62,00,71,100",164.2,0.1,0.2,3
1338,BIIAF,"11,99,18,100",-433.5,0.1,0.1,10.8
1339,VRX,91911K102,-11900.8,0.7,0.3,48.2
1340,GPIC,36467A107,72.3,0.1,0.1,2.4
1341,AKS,"15,47,108",270,0.4,1.4,-151.4
1342,VVUS,"92,85,51,100",484.3,0.5,0.2,-46.7
1343,MIICF,L6388F110,2169,2,1.4,482.6
1344,SILC,M84116108,15.2,0,0,5.2
1345,EXP,26969P108,-790,0.3,0.2,88.6
1346,AEO,"2,55,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",1684.1,0,0,181.1
1347,VET,"92,37,25,105",-579.9,0.3,0.2,127.7
1348,NKTR,"64,02,68,108",-1213,1.1,0.3,-110.8
1349,FLEX,Y2573F102,-4791.9,0.2,0.4,-248.8
1350,DVCR,"25,51,04,101",108.2,0.5,3.9,1.1
1351,STKR,"74,34,65,106",-172.5,0.8,0.8,-6.5
1352,RKIGF,75941H106,-169.2,0.3,1.5,-0.9
1353,SYPR,"87,16,55,106",-220.2,0.3,0.8,-7.9
1354,PENN,"70,75,69,109",-1767.7,-1.1,1.2,-15.8
1355,SSD,"82,90,73,105",926.5,0,0,60.2
1356,LJPC,"50,34,59,604",511,0,0,-28.5
1357,IMAX,"4,52,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",1182.3,1.8,0.6,9.2
1358,GRMC,"38,14,31,105",3.4,0.6,0.1,-1.7
1359,FALC,"30,61,37,100",-531.8,0,0,-8.8
1360,FDP,G36738105,-1191.9,0.2,0.3,100.1
1361,MATW,"57,71,28,101",-364.3,0.3,0.2,55.1
1362,GEO,36162J106,1021.5,0.9,0.7,62.4
1363,TARO,M8737E108,1466.2,0.2,0.1,134.6
1364,MLR,"60,05,51,204",387.7,0.1,0.3,8.3
1365,ADTN,00738A106,61.9,0.1,0,69.8
1366,AMED,"2,34,36,108",370.6,0.2,0.2,-2.7
1367,EFOI,29268T300,199.1,0.1,0.1,-5.1
1368,DAR,"23,72,66,101",-123.9,0.7,2.2,47.6
1369,SIRI,82968B103,-9775.7,1,1.6,-287.4
1370,WVVI,"96,91,36,100",43.7,0.2,0.2,0.9
1371,RS,"75,95,09,102",-259.3,0.4,0.4,242.4
1372,TIXC,"88,87,33,102",23.9,2.6,0.4,-2.4
1373,TESS,"87,23,86,107",19.3,0,0.1,8
1374,CETV,G20045202,385.2,0.7,12.6,-71.3
1375,TENG,89323B306,13.4,11.1,2.4,-4
1376,SSYS,M85548101,2053.9,0,0,-87.8
1377,KNX,"49,90,49,104",-866.3,0.1,0,57.8
1378,AZPN,"4,53,27,103",474.9,0.2,0.1,-4.1
1379,CVTI,22284P105,-264,0.5,1.5,-0.1
1380,HDSN,"44,41,44,109",149.2,0.2,0.1,0.6
1381,MLLGF,"62,52,84,104",687.8,0.3,0.2,64
1382,SMDM,"82,93,22,304",8.1,0.1,0.1,-0.8
1383,CDOR,20676Y403,-18.5,1.9,5.5,-2.8
1384,CPHC,"1,38,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",32.6,0,0,1.7
1385,RGUS,"75,89,43,104",-0.2,0,0,-0.7
1386,USAP,"91,38,37,100",-27.5,0.2,0.3,7.1
1387,LTFD,"53,75,90,101",-0.2,0.3,0.5,-0.6
1388,TWOC,89336R207,76.1,-0.5,4.3,1.3
1389,MIND,"60,65,01,104",-70.5,0.1,0.2,1.2
1390,ESINQ,45068B109,1044.4,0.2,0.3,122.6
1391,AASP,01643P105,2.5,-1.3,20.8,-1.3
1392,TSEM,M87915274,1538.4,1.4,3,-78.8
1393,PRPH,74345W108,-71.1,0,0,-2.4
1394,CYD,G21082105,1286.6,0.1,0.4,68.2
1395,NSIT,45765U103,609.1,0.1,0.1,41.3
1396,RCII,76009N100,-763.9,0.6,0.6,73.7
1397,BRKS,"11,43,40,102",-1432.7,0.1,0.1,-52.2
1398,MYMX,62856A102,13.4,-1.1,2.3,-6.4
1399,TRK,"84,77,88,106",-73.7,0.4,0.5,43.2
1400,ACIW,"44,98,101",-1256,0.3,0.1,30.9
1401,STRT,"86,31,11,100",279.9,0,0,11.1
1402,DLTR,"25,67,46,108",-2161.6,0.2,0.1,303.6
1403,MJDLF,"56,09,09,103",266.5,0.1,0.2,14.4
1404,NATI,"63,65,18,102",681.9,0,0,71.5
1405,BIRDF,09076P104,1231.5,0,0,27.5
1406,CHNR,G2110U109,-49.3,0.1,0.1,0.2
1407,RDI,"75,54,08,101",41.7,0.8,1.1,1
1408,ABC,"30,70,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",19724.5,0.1,0.2,379.4
1409,PCMI,69323K100,-693.2,0,0.1,2.3
1410,TAIT,"87,40,28,103",7.3,0.1,0.2,-0.5
1411,ISNS,45244C104,32.1,0,0,-1.1
1412,HLIT,"41,31,60,102",602.6,0,0,-118.6
1413,RMD,"76,11,52,107",9006.4,0.2,0.1,145.5
1414,SBGI,"82,92,26,109",3431.7,2.7,2.1,4.6
1415,SCKT,###############################################################################################################################################################################################################################################################,-55.6,0,0,-2.4
1416,HSTRF,89615W109,1.3,0,0,-0.4
1417,GLOW,"37,98,87,201",-128.6,0.7,0.1,-10.4
1418,DISH,25470M109,16413.3,5.5,0.5,548.4
1419,HA,"41,98,79,101",178,0.3,0.7,29.2
1420,NHTC,63888P406,453.8,0,0.1,1.5
1421,SYX,"87,18,51,101",1138.3,0,0,2.9
1422,WAB,"92,97,40,108",5060,0.3,0.2,136.3
1423,ACTG,"38,81,307",227.6,0,0,-19.1
1424,WSTG,"94,67,60,105",3,0,0,2.2
1425,DSWL,"25,06,39,101",-72.4,0,0,4.5
1426,TK,Y8564W103,1222.5,1.1,2.3,79.2
1427,ATEA,###############################################################################################################################################################################################################################################################,162.8,0,0,-1.7
1428,GVP,36227K106,6.1,0.1,0.3,-2.7
1429,DIT,02341Q205,-122,0.9,2.9,3.1
1430,WINT,97382D204,88.7,0.3,0.1,-34.1
1431,AAWW,"4,91,64,205",-2502.2,0.8,5.3,62.3
1432,HBPCF,"42,29,10,109",-8.5,0,0,-7.9
1433,KFRC,"49,37,32,101",-62.4,0.2,0.1,10.8
1434,IART,"45,79,85,208",356.7,0.6,0.3,26.8
1435,BREW,"22,41,22,101",32.1,0.1,0.3,-1.2
1436,BTN,"5,85,16,105",283.9,0,0,0.4
1437,SMSI,"83,21,54,207",20,0,0,-12.6
1438,MD,58502B106,2862.8,0.1,0,161.9
1439,CVO,15670S402,-1597.8,8.4,5.3,-68
1440,CRAY,"22,52,23,304",1297.4,0.1,0.1,0.1
1441,NOVT,67000B104,-317.8,0.1,0.1,-7.2
1442,ZCLCF,"98,89,09,107",125,0.1,0.1,5.3
1443,APGI,02906V102,29.3,-0.8,0.7,-1.6
1444,MYGN,62855J104,-60.3,0,0,43.3
1445,ZCOM,45320V109,-37.4,0.2,0.7,0.2
1446,DO,25271C102,-2901.4,0.3,0.2,503.4
1447,RICK,74934Q108,82.2,0.5,0.6,3.4
1448,POOL,73278L105,-621.7,0.4,0.1,68.4
1449,RSYS,"75,04,59,109",-12,0.3,0.3,-15.9
1450,DVA,23918K108,3243.5,1.3,0.6,340.6
1451,OPK,68375N103,794.3,0.2,0,-46.2
1452,HSIC,"80,64,07,102",-470.2,0.2,0.1,254.4
1453,MLSS,59935P209,37,-3.4,0.1,-2.5
1454,SWM,"80,85,41,106",420.6,0.3,0.2,44.2
1455,PNTR,M7946T104,-76.8,0.4,1,-1.2
1456,AEIS,"79,73,100",1234.8,0.2,0.1,1.1
1457,EL,"51,84,39,104",1309.4,0.2,0.1,538.4
1458,WAT,"94,18,48,103",3033.4,0.4,0.1,298
1459,SAM,"10,05,57,107",-176.4,0,0,36.3
1460,IVAC,"46,11,48,108",67.9,0.2,0.2,-4.6
1461,NTAP,64110D104,10934.8,0.1,0.1,319
1462,NWPX,"66,77,46,101",-89.7,0.3,0.5,6.6
1463,NVAX,"67,00,02,104",2087.5,0.5,0.1,-37.9
1464,LTRE,"52,20,15,106",-89.9,0,0,4.9
1465,CTXS,"17,73,76,100",1650.9,0.1,0,211.4
1466,NUAN,67020Y100,1129.1,0.3,0.2,-19.8
1467,STGCF,86336Y109,-17.3,0.1,0.9,3.4
1468,SMID,"83,21,56,103",16.5,0.4,0.8,0.6
1469,TGTX,88322Q108,342.6,3.5,0.7,-14.1
1470,BDR,"9,36,98,108",29.9,0.2,0.6,-1.8
1471,MSM,"55,35,30,106",-1710.1,0.1,0,146.3
1472,SGU,85512C105,78.6,0.6,0.8,14.8
1473,NYMX,P73398102,11.2,-0.4,0,-5.9
1474,CLB,N22717107,-847.1,0.7,0.1,107.2
1475,ASTC,"4,64,84,200",-210.5,1.2,2.4,-9.7
1476,AXLE,"87,25,38,103",0.2,0,0,-0.3
1477,SCCO,84265V105,-997.9,0.4,0.2,1151.2
1478,TTNP,"88,83,14,309",-765.5,-0.3,0,-15.5
1479,APU,"3,09,75,106",-1940.3,1.3,0.6,128.9
1480,OTEX,"68,37,15,106",6791.6,0.2,0.1,74.8
1481,INBP,45811V105,21.4,-1,2.1,-3.1
1482,IDRA,45168K306,498.5,-0.1,0.1,-13.9
1483,IDSA,"45,63,14,103",-8.6,0.4,0.6,-0.7
1484,ENG,"29,33,06,106",34.2,0.2,0.3,0.1
1485,AOLS,00765G109,26.3,0.8,0.3,-6.9
1486,WYY,"96,75,90,100",19.5,0.1,0,-2.1
1487,APT,"2,07,72,109",18.7,0,0,2.3
1488,APRI,03832V307,-200.2,0,0.1,-18.3
1489,IRIX,"46,26,84,101",100,0,0,-0.6
1490,LNDC,"51,47,66,104",-87.6,0.1,0.1,7.4
1491,PAYD,69561N402,-17.3,-0.1,0.1,-3.3
1492,TGC,88033R502,-61.7,0.3,0.3,-1.7
1493,USAT,90328S500,72.5,0.5,0.1,-9.5
1494,LPTH,"53,22,57,805",-431.7,0.1,0,-11
1495,CMCO,"19,93,33,105",1567.3,0.8,1.7,4.8
1496,FORD,"34,98,62,300",22.1,0,0,-0.4
1497,ALXN,"1,53,51,109",72.9,0.6,0.1,80.3
1498,CSGS,"12,63,49,109",703.3,0.5,0.3,50.8
1499,REV,"76,15,25,609",8488.8,0.6,3.5,-36.8
1500,EVTN,29407T104,-1.7,0.1,0,-1
1501,SGRP,"78,49,33,103",109.7,0.1,0.1,0.3
1502,NSFDF,62948Q107,-41.7,0,0,-2.4
1503,IRM,46284V101,683.8,1.4,0.6,120.1
1504,HUBG,"44,33,20,106",907.8,0.1,0.4,39.3
1505,IDT,"44,89,47,507",-1513.1,0.1,0.2,0.2
1506,ABUS,03879J100,942.4,0.1,0.6,-17.4
1507,PRGX,69357C503,-276.1,0.9,0.5,-32.7
1508,ELLO,M39927120,-156.1,0.4,0.6,1.1
1509,SPH,"86,44,82,104",-731.9,1.2,0.5,79.3
1510,CENX,"15,64,31,108",214.8,0.3,0.5,-80.8
1511,HEB,42366C301,-51,0,0,-13.9
1512,KVHI,"48,27,38,101",73.9,0.1,0.1,1
1513,OCC,"68,38,27,208",-52.8,0.1,0.2,0
1514,ALJJ,"16,27,108",-527.4,-3.5,4,-11.1
1515,PLX,74365A101,571.9,0.7,0.1,-10.2
1516,CWCO,G23773107,199.9,0.2,0.1,6.2
1517,EPM,30049A107,137.6,0,0,3.6
1518,LORL,"54,38,81,106",-3235.5,0.5,1.1,-140.2
1519,DF,"24,23,70,203",35,1.1,1.1,100.8
1520,STRM,86323X106,6.9,0.2,0.2,-2
1521,CRR,"14,07,81,105",1072.7,0,0,49.7
1522,TCX,"89,86,97,206",44,0,0,2.4
1523,SYKE,"87,12,37,103",3240.5,0,0,30.5
1524,JAKK,"47,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",286.3,0.2,0.4,0.3
1525,PWVI,73937M106,-4.7,-0.8,0.1,-0.8
1526,FCN,"30,29,41,109",-8.1,0.4,0.3,54.4
1527,TUP,"89,98,96,104",-213.7,0.5,0.3,144.1
1528,NBIX,64125C109,-242.6,0.1,0.1,-54.6
1529,EXAC,"3,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",74.7,0.2,0.1,9.2
1530,BOSC,M20115180,-116.8,0.1,0.3,-3.9
1531,RUSHA,"78,18,46,209",-1777.2,0.3,1,35.3
1532,ELED,30162U104,-69.3,-0.2,2.9,-4.9
1533,ASNB,00767T109,2.2,0.7,0.6,-1.6
1534,CASI,14757U109,-232.6,0.9,0.1,-21.9
1535,TRLI,"89,78,87,204",-2.5,0,8.8,-1.4
1536,ANSS,03662Q105,3484.5,0,0,110.2
1537,ARDM,"3,85,05,400",-65.5,1.7,0.2,-20
1538,ELGX,29266S106,718.5,0.1,0,-16.2
1539,BVSN,"11,14,12,706",-1926.2,0.1,0.1,-77.6
1540,ECIA,29254Q104,-1.8,0,0,-0.4
1541,GWR,"37,15,59,105",4386.1,0.4,0.4,94.3
1542,GLAE,"37,71,85,103",-403.1,0,0,-42.5
1543,ICTSF,N43837108,31.2,-3,1.7,-1.7
1544,FDS,"30,30,75,105",352.5,0,0,119
1545,CHKP,M22465104,-4409.2,0,0,404.1
1546,QGEN,N72482123,1648.3,0.4,0.2,78.8
1547,EVSNF,M37576135,7.5,0.1,0.2,-2.1
1548,KDUS,"12,76,39,102",21.3,0,0,0.8
1549,PEGA,"70,55,73,103",117.5,0,0,13.9
1550,MGTI,55302P202,20.9,0,0,-13.9
1551,STRA,"86,32,36,105",609.2,0.2,0,56.4
1552,HDYNQ,"44,89,54,206",97.7,0.1,0,-17.8
1553,WHLM,"96,82,35,200",-187.8,0,0,-6.2
1554,GERN,"37,41,63,103",-329.3,0.1,0,-51.1
1555,TTEC,89854H102,335.2,0.1,0.1,45.2
1556,LAMR,"51,28,16,109",-895.9,1.4,0.6,19.5
1557,AMAR,02301P205,-14.4,-0.4,0.4,-1
1558,GES,"40,16,17,105",2438.6,0.1,0.1,121
1559,PURE,74621T209,47.1,0.1,0,-5.3
1560,AWRE,05453N100,141,0,0,4.4
1561,CSV,"14,39,05,107",28.6,0.6,3,-0.8
1562,EGHSF,"29,29,49,104",598.4,0,0,13.1
1563,BIOS,09069N108,705,0.5,0.5,-34.1
1564,WG,"96,92,03,108",274.7,0.3,0.5,-34.1
1565,TACT,"89,29,18,103",-27.7,0,0,1.5
1566,SRCL,"85,89,12,108",-1874.8,0.7,0.2,153.1
1567,MVIS,"59,49,60,304",-46.5,0.1,0,-27.7
1568,MMAC,55315D105,-1000.6,0.8,56.2,-7.7
1569,AEZS,"79,75,402",210.2,0.1,0.1,-16.6
1570,QEPC,74727K102,49.7,0.2,0.5,3.8
1571,VLNSF,"92,29,32,108",442.1,0,0,16.8
1572,WLFC,"97,06,46,105",84.4,1.9,5.9,10.3
1573,CPN,"13,13,47,304",-13866.3,1.5,13.8,-405.5
1574,ANF,"28,96,207",5153.6,0,0,194
1575,ENDP,G30401106,-630.8,0.4,0.3,-128.1
1576,SPPI,84763A108,948.1,0.1,0.1,-18.1
1577,EDGW,"28,03,58,102",1976.2,0,0,-6
1578,ATRS,"3,66,42,106",179.6,0.1,0,-13.3
1579,DVD,"26,01,74,107",-101.8,0.3,0.3,-1.5
1580,NCI,63935N107,-493,0.1,0.1,16.8
1581,BJRI,09180C106,-86.8,0,0,15.6
1582,SPYR,85219Y103,45.7,-0.3,0.7,-1.1
1583,HIBB,"42,85,67,101",-113.6,0,0,40
1584,ARQL,"42,70,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",-222.1,0,0,-28
1585,AMTY,03073V107,-7.1,0,0,-3.1
1586,PAG,70959W103,1893.8,0.3,0.7,106
1587,USNA,90328M107,513.5,0.1,0.1,41.7
1588,SSI,85254C305,309.6,0.1,0.1,33.6
1589,TGI,"89,68,18,101",-2487.9,0.3,0.4,36.9
1590,NOV,"63,70,71,101",5769.1,0.2,0.1,1020.2
1591,PBIO,###############################################################################################################################################################################################################################################################,-60.3,0.1,0.1,-1.9
1592,UNFI,"91,11,63,103",265.8,0.1,0.1,58.3
1593,DAVE,"30,70,68,106",-20.3,0.3,0.3,3.2
1594,SEAC,"81,16,99,107",273,0,0,-5.1
1595,HCHC,"40,41,39,107",-3574.5,7.6,9.6,-22.7
1596,PLUS,"29,42,68,107",433.3,0.4,0.8,20.6
1597,HPTO,"44,02,71,203",-119.2,0,0,-4.2
1598,NUS,67018T105,1299.2,0.2,0.1,114.2
1599,STLD,"85,81,19,100",1624,0.7,0.6,192.4
1600,TISA,M87896102,-39.6,0.2,0.2,-2
1601,FORR,"34,65,63,109",42.1,0,0,15.5
1602,GEL,"37,19,27,104",988.6,0.4,0.3,45
1603,PRBZF,74061A108,355.7,0.5,0.5,8.4
1604,CLOK,17253H100,-9.1,4.1,0.1,-2
1605,VSAT,92552V100,2127,0.2,0.1,15.4
1606,IDGBF,45567S108,1284.5,0.1,0.2,10.1
1607,TOLWF,"89,59,45,103",-1300,0.2,0.5,9.4
1608,HIHO,G4481U106,39.4,0,0.1,0.3
1609,DEL,"24,78,50,100",-124.6,0.4,0.2,9.2
1610,DPW,"2,61,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",12.1,0,0,-0.6
1611,DGX,74834L100,-2551.4,0.5,0.3,510.4
1612,LAD,"53,67,97,103",1718.2,0.3,0.9,37.9
1613,TSDRF,"89,85,30,100",29.7,-0.1,0.2,-1.8
1614,DXPE,"23,33,77,407",-473.7,0.7,2.2,5.9
1615,SNHY,"86,69,42,105",1435.4,0.1,0.1,19.2
1616,LIFZF,"50,54,40,107",-55.7,0.1,0,91.2
1617,CALM,"12,80,30,202",1.2,0.4,0.6,74.2
1618,ELTK,M40184208,-13,0.2,0.6,-0.5
1619,NSP,45778Q107,941.3,0,0,27.1
1620,MDSYF,M70378100,-110.5,0.1,0.2,-9.5
1621,CERS,"15,70,85,101",47.2,0.1,0,-31.9
1622,VCEL,92346J108,46.7,0,0,-15.1
1623,MTN,91879Q109,-1552.1,0.5,0.5,35.4
1624,GOGL,G39637205,2865,0.5,0.8,17.6
1625,CIEN,"17,17,79,309",3920.9,1.2,0.6,-385.5
1626,SLGN,"82,70,48,109",-2080.8,1.2,1.1,118
1627,KMX,"14,31,30,102",6227.8,0.8,0.4,267
1628,TIVO,88870P106,-1710.7,0.3,0.3,-4.7
1629,CLWT,G32030127,-8.3,0,0,0.2
1630,CMDXF,"20,52,49,105",267.9,0,0,13.3
1631,PFTI,"74,60,91,107",-60.1,-1.3,1,-2.8
1632,CTIC,12648L601,-292.3,-0.4,0.7,-107.4
1633,APWC,G0535E106,107.6,0,0.3,2.6
1634,CBI,"16,72,50,109",888.4,0.1,0.1,117.1
1635,GIFI,"40,23,07,102",182,0,0,10.3
1636,NPIFF,"66,65,11,100",7314.1,0.7,0.5,14.4
1637,TTWO,"87,40,54,109",4025.9,0.1,0.1,-6.9
1638,GBRRF,"36,19,70,106",370.5,0.1,0,-50.3
1639,EMKR,"29,08,46,203",-469.6,0.5,0.4,-29.8
1640,BKYI,09060C309,23.6,0,0.2,-2.5
1641,ANCUF,01626P403,9047.9,0.3,0.2,409.6
1642,CYPXF,26884V107,-175.8,0.2,0.2,-8.3
1643,GBT.,05561N208,-62.1,0,0,47.6
1644,ALV,"5,28,00,109",6071.9,0.2,0.3,328.6
1645,RMBS,"75,09,17,106",731,0.3,0.1,-7
1646,AMZN,"2,31,35,106",80594.8,-15.1,0.1,215.1
1647,WILC,M52523103,62,0,0,3.9
1648,MTSL,M69676209,-30.5,0,0,-1.6
1649,CDPYF,"13,49,21,105",988.9,1.4,1.2,118.7
1650,KMG,"48,25,64,101",-80,0.3,0.3,6.5
1651,QRVO,74736K101,274.5,0.4,0.3,-31.3
1652,SRPT,"80,36,07,100",2913.3,0,0,-67.8
1653,RL,"75,12,12,101",-2307.1,0.1,0.1,398.9
1654,MMS,"57,79,33,104",-386,0,0,57
1655,ISYRF,"46,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",42.3,0,0,-7.3
1656,INTT,"46,11,47,100",87.9,0,0,-0.2
1657,SLP,"82,92,14,105",28.4,0,0,1.7
1658,GRIF,"39,82,31,100",210.5,0.4,0.4,1.5
1659,SRT,85569C107,-139,0,0,0.6
1660,NXCN,"62,94,71,103",-2.3,0,0.1,-0.2
1661,FIX,"19,99,08,104",293.6,0.1,0.3,1.4
1662,HLX,42330P107,2503.4,0.4,0.6,25.7
1663,AROC,03957W106,-1325.4,0.8,1.3,-126.7
1664,HSKA,42805E306,88.2,0,0,-0.6
1665,3GTHP,40171F303,-49,-0.5,0.4,-5.5
1666,QUIK,74837P108,-253.2,0.1,0,-10.1
1667,CXW,21871N101,-1924.1,0.8,1.5,80
1668,ONSM,"68,28,75,208",-98.7,0.5,0.5,-7.9
1669,CGNT,19243A104,150.8,0.1,0.1,-3.6
1670,CRZO,"14,45,77,103",2148.3,0.8,0.5,-59
1671,QADA,74727D306,712.2,0.1,0.1,3.9
1672,RNKFF,98212M109,123.8,0.4,0.8,-0.7
1673,HMNY,42327L200,-78.5,0,0,-2.3
1674,SYNT,87162H103,-2755.6,0,0,102.2
1675,INIS,45972C102,-103.3,1.1,1.3,-4.8
1676,AEHR,00760J108,87.4,0.1,0,-3.7
1677,PSMT,"74,15,11,109",636.5,0.2,0.3,28.6
1678,VTSI,92827K202,15.3,-0.2,0.1,0.3
1679,OMEX,"67,61,18,201",48.8,1.1,0.1,-13.7
1680,SIGA,"82,69,17,106",857.5,0.1,0,-26.6
1681,ESLT,M3760D101,627.6,0.1,0.2,126.3
1682,MTOR,59001K100,-318.8,0.6,1.4,-51.4
1683,PETS,"71,63,82,106",307.9,0,0,15.5
1684,YUM,"98,84,98,101",-1425,0.7,0.2,930.2
1685,FARO,"31,16,42,102",687.4,0,0,11.4
1686,PLCE,"16,89,05,107",491.5,0,0,51.2
1687,MRETF,"57,34,59,104",209.2,0.2,0.5,16.1
1688,SPB,84763R101,-1158.3,0.6,3.9,-45.7
1689,RDCM,M81865111,168.2,0,0.1,-3.2
1690,TFRFF,M87482119,-233.2,0.4,1.4,-5.7
1691,AMEN,"2,34,77,300",-25.7,0.4,0.5,-0.1
1692,NAT,G65773106,1024.3,0.2,0.2,15.8
1693,INVE,45170X205,-235,0.1,0.1,-23.6
1694,NRCIA,"63,73,72,202",58.9,0.1,0.1,8.6
1695,SRI,86183P102,230.5,0.7,1,-7.9
1696,RBA,"76,77,44,105",4069,0.2,0.1,66.4
1697,OSIS,"67,10,44,105",426.2,0,0.1,18.6
1698,CHRW,12541W209,777,0.1,0,300.3
1699,SAPIF,"80,29,12,105",-2703.1,0.3,0.1,332.8
1700,SUUIF,86828P103,-2454.4,0.7,0.7,42.4
1701,CHH,"16,99,05,106",1066.2,6.1,0.2,94.1
1702,MGRUF,"61,79,14,106",396,1.1,1.3,76.8
1703,DRQ,"26,20,37,104",2095.6,0.1,0,86.2
1704,SNSGF,"81,69,23,205",-8.6,-0.1,0.3,-1.1
1705,CWST,"14,74,48,104",-260.7,2.2,2.7,-24.4
1706,HPPI,42278K102,60.1,0.7,1,-1.9
1707,GPI,"39,89,05,109",-1019.7,0.2,0.6,63.4
1708,CSU,"14,04,75,104",396.1,1.6,1.6,-2.6
1709,CTIB,"12,59,61,300",9.9,0.3,1.4,0.3
1710,MTD,"59,26,88,105",-320.9,0.3,0.1,191
1711,CPFH,"14,01,44,205",-3.1,0.2,0.7,-0.3
1712,RBYCF,"78,09,11,509",238.9,0,0,-21.1
1713,ECTE,27876L206,56.8,0,0,-8.9
1714,SAH,83545G102,141.8,0.3,1,34.5
1715,CTHR,"15,97,65,106",-51.1,0,0,-0.5
1716,PGNX,"74,31,87,106",834.8,0,0,-30.2
1717,GEOS,37364X109,91.2,0.1,0,12.8
1718,RNWK,75605L708,-790.2,0,0,-25.8
1719,BASI,09058M103,-13.3,0.4,0.7,-0.9
1720,AUMN,"38,11,19,106",-405,1.8,0.8,-62.3
1721,BASCF,"70,53,43,309",-2.5,0.4,0.2,-0.5
1722,NANX,"63,00,79,101",-5.3,0,0,-4.3
1723,DEPO,"24,99,08,104",-108.1,0.4,0.1,-0.4
1724,EVHC,29414D100,1139.1,0.4,0.3,49.1
1725,BB,09228F103,-2145.2,0.1,0.1,267.7
1726,MHTX,"56,31,22,100",0.4,0.3,0,-1.8
1727,ICPBF,45769T102,-45,0,0,0.8
1728,INGR,"45,71,87,102",3056.2,0.4,0.3,201.5
1729,POWI,"73,92,76,103",388.9,0,0,22.3
1730,URI,"91,13,63,109",-7727.1,1.9,2.3,76
1731,PAWEF,64157G101,0.5,0,0,-2.6
1732,SOYL,02968P100,-6.7,-0.2,0.4,-1.4
1733,LIXXF,"53,68,16,101",77.9,-2.2,0.4,-1.6
1734,SCS,"85,81,55,203",565.6,0.2,0.2,40.1
1735,ACY,"77,37,109",46,1.3,6.2,1.3
1736,IPPLF,45833V109,6984.6,0.7,0.5,162.9
1737,DSGX,"24,99,06,108",-1138,0.1,0.1,-11.8
1738,TALN,87484F108,-20.8,-0.1,1.3,-3.4
1739,RMTI,"77,43,74,102",188.2,0.1,0,-11.7
1740,IESC,44951W106,316.5,0.3,0.6,-33.6
1741,CRME,14159U301,308.4,0.3,0.1,-22.4
1742,CECO,"14,16,65,109",-685.7,0,0,40.6
1743,MRCY,"58,93,78,108",3651.7,0.2,0.2,9
1744,WTSHF,96145A200,457.8,0.1,0,86
1745,PWR,"74,80,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",-1928.3,0.2,0.3,102.6
1746,ZAAP,98912M201,-46.4,0.2,0.3,-16
1747,WARGF,"93,39,01,308",-1.1,0,0,-2.1
1748,CNXN,69318J100,290.2,0,0,19.8
1749,SRDX,"86,88,73,100",251.1,0,0,7.6
1750,CIX,20563P101,214.3,0.2,0.2,7.1
1751,BDMS,"9,12,83,200",-5.8,0.4,0.4,1
1752,UBSBF,"50,12,82,107",-352.5,0,0.1,-5.2
1753,VDSI,92230Y104,393.2,0.1,0,12.1
1754,INO,45773H201,311.6,0,0,-18.6
1755,LOGI,H50430232,2191.9,0.1,0,93.2
1756,AETUF,00208D408,-379.3,0.2,0.1,244.8
1757,DTGI,25375L206,-59.4,-2.2,1,-3.1
